title,dt_from,dt_to,location,url,desc,snapshot_dt
VITAFOODS ASIA 2018,2018-09-11 00:00:00.000000,2018-09-12 00:00:00.000000,Singapore,https://gems.gevme.com/vitafoods-asia-2018-35312507,"Running in its 8th edition, Vitafoods Asia is the only dedicated event in Asia Pacific connecting the entire nutraceutical supply chain across four key industry areas: Ingredient & Raw Materials, Contract Manufacturing,& Private Label, Services & Equipment and Finished Products It is the perfect first-stop to connect with 250+ global suppliers and...",2019-03-24 12:15:06.915008
FUELING YOUR SME GROWTH: IMPROVE YOUR ACCESS TO DEBT FINANCING,2018-09-11 00:00:00.000000,2018-09-11 00:00:00.000000,Singapore,https://gems.gevme.com/fueling-your-sme-growth-improve-your-access-to-debt-financing-89959718,Many SMEs face challenges accessing working capital and in need of immediate cash flow to meet the needs of their growing business. A lengthy cash conversion cycle often results in companies having their capital tied up and unavailable to capture growth opportunities. This could result in financial difficulties if they are unable to resolve the pr...,2019-03-24 12:15:06.915008
UNDERSTANDING THE BUSINESS ENVIRONMENT IN EAST AFRICA & KENYA,2018-09-17 00:00:00.000000,2018-09-17 00:00:00.000000,Singapore,https://gems.gevme.com/understanding-the-kenyan-and-east-african-business-environment-52752088,"Join us to learn more about the business environment in East Africa and Kenya, and what investment opportunities are available in the region for your business by Mr Adil Popat, Group Executive Chairman of Simba Corporation, a diversified firm with head office in Nairobi, Kenya.",2019-03-24 12:15:06.915008
GOVERNMENTWARE 2018 (GOVWARE 2018),2018-09-18 00:00:00.000000,2018-09-20 00:00:00.000000,Singapore,https://gems.gevme.com/governmentware-2018-govware-2018-87788193,"Into its 27th showing, GovernmentWare (GovWare) is the region’s most established premier conference and showcase for cybersecurity. GovWare is the cornerstone event for the Singapore International Cyber Week, focused on Forging a Trusted and Open Cyberspace in 2018. Featuring the latest trends in technology, organisational implementation and user ...",2019-03-24 12:15:06.915008
RUSSIA SINGAPORE BUSINESS FORUM (RSBF) 2018,2018-09-20 00:00:00.000000,2018-09-20 00:00:00.000000,"Russian Federation, Singapore",https://gems.gevme.com/RSBF2018,"RSBF 2018 is the first edition organized by Enterprise Singapore. RSBF 2018 will cover a comprehensive range of themes from Russia’s economic fundamentals and potential, to opportunities in: consumerism, real estate & hospitality, technology, and trade. RSBF 2018 coincides with the 50th year of diplomatic relations between Russia and Singapore.",2019-03-24 12:15:06.915008
TANK STORAGE ASIA 2018,2018-09-26 00:00:00.000000,2018-09-27 00:00:00.000000,Singapore,https://gems.gevme.com/tank-storage-asia-2018-96702076,"Tank Storage Asia 2018 brings the Asian bulk liquid storage industry together, providing the perfect place to meet your business needs. The two day exhibition will showcase leading manufacturers & suppliers of the latest innovations and technology, as well as offer unique networking opportunities. Industry experts will share their knowledge in the...",2019-03-24 12:15:06.915008
INTERNATIONAL FACILITY MANAGEMENT EXPO 2018,2018-10-02 00:00:00.000000,2018-10-04 00:00:00.000000,Singapore,https://gems.gevme.com/international-facility-management-expo-2018-86584804,"The discipline of Facility Management ensures the functionality of the built environment through the integration of people, place, processes and technology. It encompasses a wide variety of products and services including air-conditioning, sanitary wares as well as landscaping. iFaME 2018 will thus bring together the expertise and talent that make...",2019-03-24 12:15:06.915008
SAFETY & SECURITY ASIA 2018,2018-10-02 00:00:00.000000,2018-10-04 00:00:00.000000,Singapore,https://gems.gevme.com/safety-security-asia-2018-30951897,"SSA 2018 will present an array of issues and challenges faced by the government and the civilians to increase awareness on the importance of maintaining security in numerous forms. Congruently, a series of solutions and strategic plans are also exhibited to encourage and enlighten the people on ways they can adapt to combat this heightening threat...",2019-03-24 12:15:06.915008
TRAINING COURSE ON UNDERSTANDING THE BENEFITS OF FREE TRADE AGREEMENTS (FTAS) - 2ND RUN,2018-10-03 00:00:00.000000,2018-10-04 00:00:00.000000,Singapore,https://gems.gevme.com/training-course-on-understanding-the-benefits-of-free-trade-agreements-ftas-2nd-run-48138860,Training Course on Understanding the Benefits of Free Trade Agreements (FTAs):“Tapping on Singapore’s FTA Network to Increase Competitive Edge & Gain Better Market Access Overseas”Background: Companies that operate in Singapore stand to benefit greatly from our extensive network of 23 bilateral and regional FTAs/EPAs with 34 trading partners.The F...,2019-03-24 12:15:06.915008
"CLOUD EXPO ASIA, DATA CENTRE WORLD ASIA, CLOUD & CYBER SECURITY EXPO, SMART IOT, AND BIG DATA WORLD ASIA 2018",2018-10-10 00:00:00.000000,2018-10-11 00:00:00.000000,Singapore,https://gems.gevme.com/cloud-expo-asia-data-centre-world-asia-cloud-cyber-security-expo-smart-iot-and-big-data-world-asia-2018-62642215,"The Cloud Expo Asia series of co-located events is a high level conference and exhibition, which focuses on Cloud (Cloud Expo Asia), Data Centre (Data Centre World), Cybersecurity (Cloud & Cyber Security Expo), IoT (Smart IoT) and Big Data (Big Data World) technologies. With an audience of over 15,000 senior IT professionals from across the Asia r...",2019-03-24 12:15:06.915008
INDUSTRIAL TRANSFORMATION ASIA-PACIFIC 2018,2018-10-16 00:00:00.000000,2018-10-18 00:00:00.000000,Singapore,https://gems.gevme.com/industrial-transformation-asia-pacific-2018-70745268,"Technological advancements are redefining manufacturing processes, design & production facilities, distribution systems and global supply chains. Manufacturers and businesses in the region recognise that current business models are no longer sustainable. The time has come for companies to start, scale and sustain their adoption of Industry 4.0 pro...",2019-03-24 12:15:06.915008
MANUFACTURING SOLUTIONS EXPO 2018 (MSE 2018),2018-10-16 00:00:00.000000,2018-10-19 00:00:00.000000,Singapore,https://gems.gevme.com/manufacturing-solutions-expo-2018-mse-2018-92812466,"MSE2018 is the only exhibition in Singapore that aims to showcase the industry’s best ideas, innovative technologies and cost effective manufacturing solutions to meet the growing needs of manufacturing companies. While Singapore Pavilions have been organised in last edition, the Singapore exhibitors have given good feedback that this Show is an i...",2019-03-24 12:15:06.915008
FRANCHISING & LICENSING ASIA 2018 (FLASIA) 2018,2018-10-18 00:00:00.000000,2018-10-20 00:00:00.000000,Singapore,https://gems.gevme.com/franchising-licensing-asia-2018-flasia-2018-26447922,"Franchising & Licensing Asia (FLAsia) is Asia’s largest and most international event of its kind, an excellent platform that brand owners choose to showcase innovative and unique business concepts. It has proved to be the key international trade event for business leaders in the franchising and licensing fraternity.This event is supported under In...",2019-03-24 12:15:06.915008
BUILDTECH ASIA 2018,2018-10-22 00:00:00.000000,2018-10-24 00:00:00.000000,Singapore,https://gems.gevme.com/buildtech-asia-2018-11598253,"""BuildTech Asia (BTA) focuses on the latest technologies and innovation addressing the challenges of building and construction across different industries. This leading trade event provides a platform for business and trade professionals to showcase, share, learn and succeed in the regional built sector. Held during the Singapore Construction Prod...",2019-03-24 12:15:06.915008
FUTURE ECONOMY CONFERENCE AND EXHIBITION 2018,2018-10-22 00:00:00.000000,2018-10-22 00:00:00.000000,Singapore,https://gems.gevme.com/future-economy-conference-and-exhibition-42622037,"Future Economy Conference and Exhibition 2018 brings together government agencies, trade associations and chambers, industry thought leaders and practitioners to share how companies can achieve future growth and productivity in line with strategies and recommendations made by the Committee on the Future economy.",2019-03-24 12:15:06.915008
ASIA SINGAPORE INFRASTRUCTURE ROUNDTABLE 2018,2018-10-23 00:00:00.000000,2018-10-23 00:00:00.000000,"Brunei Darussalam, China, India, Indonesia, Malaysia, Philippines, Singapore, Thailand",https://gems.gevme.com/ASIR2018,"The Asia-Singapore Infrastructure Roundtable is the premier platform for dialogue between government leaders, policy makers, investors and infrastructure companies on Asian infrastructure projects.
 
 This is the eighth run and since its inauguration, it has attracted more than 1600 industry practitioners, with over US$8 billion worth of projects ...",2019-03-24 12:15:06.915008
SINGAPORE-CHINA BELT AND ROAD INITIATIVE INVESTMENT FORUM 2018,2018-10-25 00:00:00.000000,2018-10-25 00:00:00.000000,"China, Indonesia, Malaysia, Myanmar, Philippines, Singapore, Thailand, Vietnam",https://gems.gevme.com/singapore-china-belt-and-road-initiative-investment-forum-75259765,"This is a by-invitation only Forum that aims to bring together business leaders of the region. The Guests-of-Honour for this event will be Mr Chan Chun Sing, Singapore’s Minister for Trade and Industry and Mr Ning Jizhe, China’s Vice-Chairman of NDRC. There will be 2 rounds of robust panel discussions on opportunities along the Belt and Road marke...",2019-03-24 12:15:06.915008
SINGAPORE JEWELLERY & GEM FAIR 2018,2018-10-26 00:00:00.000000,2018-10-29 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-jewellery-gem-fair-2018-73736037,"Running into the 6th edition, the Singapore Jewellery and Gem Fair is Southeast Asia's most anticipated marketplace for fine jewellery and gemstonesThis event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
SINGAPORE INTERNATIONAL ENERGY WEEK 2018,2018-10-29 00:00:00.000000,2018-11-02 00:00:00.000000,Singapore,https://gems.gevme.com/SIEW18,"The Singapore International Energy Week (SIEW) is an annual platform for energy professionals, policymakers and commentators to discuss and share best practices and solutions within the global energy space.",2019-03-24 12:15:06.915008
ASIA CLEAN ENERGY SUMMIT (ACES) 2018,2018-10-31 00:00:00.000000,2018-11-01 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/asia-clean-energy-summit-aces-2018-42138195,"Asia Clean Energy Summit (ACES) is Asia's leading event focusing on clean energy technology, policy and finance supported by leading government agencies, research institutes and industry in Singapore.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
GAS ASIA SUMMIT (GAS) SINGAPORE 2018,2018-10-31 00:00:00.000000,2018-11-01 00:00:00.000000,Singapore,https://gems.gevme.com/111-esg-event-template-do-not-overwrite-please-click-on-clone-copy-11-99530863,Gas Asia Summit (GAS) Singapore 2018GAS Singapore returns to Marina Bay Sands for the 6th year again as an integral component of Singapore International Energy Week (SIEW).GAS Singapore is the only natural gas-focused commercial conference within the SIEW framework and has been developed under the theme: Your Gateway to New Natural Gas & LNG Oppor...,2019-03-24 12:15:06.915008
WTO TECHNICAL BARRIERS TO TRADE (TBTS): WHY THEY MATTER TO COMPANIES & EXPORTS,2018-10-31 00:00:00.000000,2018-10-31 00:00:00.000000,"China, Singapore, United States",https://gems.gevme.com/wto-technical-barrier-to-trade-tbt-and-why-they-matter-to-companies-exports94750615,"The workshop serves to introduce TBTs to Singapore companies, and how TBTs matter to them. Within the topics covered, sector-specific case studies will also shared with the companies to help them understand and better navigate through regulatory changes and barriers.",2019-03-24 12:15:06.915008
SINGAPORE INTERNATIONAL ROBO EXPO (SIRE) 2018,2018-11-01 00:00:00.000000,2018-11-02 00:00:00.000000,Singapore,https://gems.gevme.com/singapore-international-robo-expo-sire-2018-80951238,"Singapore International Robo Expo 2018 is the only robotics platform around the region. Robotics - Out of the factory, onto everyday businesses and everyday lives. Let Singapore International Robo Expo (SIRE) 2018 be the next global marketplace to meet with key decision makers and stakeholders across the robots ecosystem in Asia and discover busin...",2019-03-24 12:15:06.915008
NETWORKED TRADE PLATFORM (NTP) & FREE TRADE AGREEMENTS (FTAS) SEMINAR (ASEAN-CHINA FTA & EUROPEAN UNION-SINGAPORE FTA),2018-11-08 00:00:00.000000,2018-11-08 00:00:00.000000,Singapore,https://gems.gevme.com/networked-trade-platform-ntp-free-trade-agreements-ftas-seminar-asean-china-fta-european-union-singapore-fta-94960073,"Networked Trade Platform (NTP) &Free Trade Agreements (FTAs) Seminar(ASEAN-CHINA FTA & EUROPEAN UNION-SINGAPORE FTA)Date:          Thursday, 8th November 2018Time:         3:00pm – 5:00pmVenue:       SMF Auditorium, Level 2, 2985 Jalan Bukit Merah, Singapore 159457 Admission is complimentary but pre-registration is required. SMF will send confirma...",2019-03-24 12:15:06.915008
ASEAN BUSINESS AND INVESTMENT SUMMIT 2018,2018-11-12 00:00:00.000000,2018-11-13 00:00:00.000000,Singapore,https://gems.gevme.com/asean-business-and-investment-summit-2018-87562933,"The ASEAN Business and Investment Summit (ABIS) 2018 is ASEAN’s premier annual business and investment event. It will be held in conjunction with the ASEAN Summit from 12th to 13th November 2018. ABIS 2018 will revolve around the theme of “Building Tomorrow, Connecting Today”. “Building Tomorrow” encapsulates ASEAN-BAC’s vision to be forward looki...",2019-03-24 12:15:06.915008
ENTERPRISE SINGAPORE MANAGEMENT ASSOCIATE PROGRAMME NETWORKING SESSION,2018-11-12 00:00:00.000000,2018-11-12 00:00:00.000000,Singapore,https://gems.gevme.com/recruitment-46686993,The Enterprise Singapore Management Associate Programme Networking Session will enable you to find out how you can be part of the team to build stronger enterprises for Singapore.,2019-03-24 12:15:06.915008
MRO ASIA 2018,2018-11-13 00:00:00.000000,2018-11-15 00:00:00.000000,"Singapore, Singapore",https://gems.gevme.com/mro-asia-2018-96103147,"MRO Asia-Pacific is the most reliable source for high-quality speakers and informative, useful and real-time content. It is the premier event in this region that brings together the aviation MRO industry, regionally and globally, to discuss the latest issues and concerns of operators and their service providers and suppliers. MRO Asia-Pacific prov...",2019-03-24 12:15:06.915008
NETWORKING RECEPTION AT SINGAPORE PAVILION @ MEDICA 2018 ,2018-11-13 00:00:00.000000,2018-11-13 00:00:00.000000,"Germany, Singapore",https://gems.gevme.com/MEDICA2018,Please input a short summary of what your event is about here. This info will be used for the event listing on our corporate portal.,2019-03-24 12:15:06.915008
WHOLESALE TRADE SKILLS FRAMEWORK LAUNCH: SHAPING THE FUTURE OF WHOLESALE TRADE,2018-11-14 00:00:00.000000,2018-11-14 00:00:00.000000,Singapore,https://gems.gevme.com/wholesale-trade-skills-framework-launch-shaping-the-future-of-wholesale-trade,"Enterprise Singapore (ESG) will be launching the Wholesale Trade SkillsFramework (WST SFw) on 14 November 2018, together with our partner agencies, Workforce Singapore (WSG), Employment and Employability Institute (e2i) and SkillsFuture Singapore (SSG).",2019-03-24 12:15:06.915008
THE EU-SINGAPORE FREE TRADE AGREEMENT: STRENGTHENING THE PARTNERSHIP BETWEEN THE EU AND SINGAPORE,2018-11-16 00:00:00.000000,2018-11-16 00:00:00.000000,"Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, United Kingdom",https://gems.gevme.com/the-eu-singapore-free-trade-agreement-strengthening-the-partnership-between-the-eu-and-singapore-43896108,"The EU-Singapore Free Trade Agreement: Strengthening the Partnership between the EU and Singapore The Ministry of Trade and Industry, Singaporeand the European Union Delegation to Singaporehave the pleasure to invite you toa networking luncheon followed by an outreach event With the presence of:Dr. Koh Poh KoonSenior Minister of State, Ministry of...",2019-03-24 12:15:06.915008
HARD KNOCKS & REAL TALK IN THE F&B INDUSTRY - 27 NOVEMBER 2018,2018-11-27 00:00:00.000000,2018-11-27 00:00:00.000000,Singapore,https://gems.gevme.com/hard-knocks-real-talk-3,Find out more about the realities of setting up an F&B business. Get tips on how you can 'Start Right' through engaging discussions with Founders of I Love Taimei and FLOC.,2019-03-24 12:15:06.915008
OGMTECH 2018,2018-11-27 00:00:00.000000,2018-11-29 00:00:00.000000,Singapore,https://gems.gevme.com/ogmtech-2018-96745181,"With increasing interest in the emerging oil and gas markets in Asia, as well as Singapore striving to be a regional hub for the oil and gas industry, OGmTech provides a synergy between major oil and gas companies looking for highly technical and specialised manufacturing technologies and manufacturers offering these solutions. Focusing on definit...",2019-03-24 12:15:06.915008
OSEA 2018,2018-11-27 00:00:00.000000,2018-11-29 00:00:00.000000,Singapore,https://gems.gevme.com/osea-2018-36669099,"The biennial OSEA is Asia’s best known Oil & Gas event. The 22nd edition will be held from 27 November to 29 November 2018 in Marina Bay Sands, Singapore. With a comprehensive showcase of oil & gas exploration and production innovations, OSEA continuously attracts international participation, and is an ideal platform to meet new buyers and partner...",2019-03-24 12:15:06.915008
CPTPP OUTREACH SERIES: BENEFITS FOR THE FOOD PROCESSING SECTOR,2018-11-28 00:00:00.000000,2018-11-28 00:00:00.000000,Singapore,https://gems.gevme.com/cptpp-outreach-series-benefits-for-the-food-processing-sector-78812548,CPTPP Outreach Series: Benefits for the Food Processing SectorEvent DetailsDate    : 28 November 2018  (Wednesday)Venue : SBF Center Seminar Rooms (Level 6)Fee     : Complimentary Time            : 9.00am – 11.45amDress Code : Smart Casual Background The Comprehensive and Progressive Agreement for Trans-Pacific Partnership (“CPTPP”) is a free trad...,2019-03-24 12:15:06.915008
ARTIFICIAL INTELLIGENCE IN THE F&B INDUSTRY - OPPORTUNITIES AND SOLUTIONS ,2018-11-29 00:00:00.000000,2018-11-29 00:00:00.000000,Singapore,https://gems.gevme.com/ai-in-food-services,"Join us in this half-day workshop, co-organised by Enterprise Singapore and Microsoft, to identify opportunities and discuss potential implementation issues in using artificial intelligence to level up your F&B business!",2019-03-24 12:15:06.915008
TURKEY INVESTMENT SEMINAR: M&A OUTLOOK AND OPPORTUNITIES,2019-01-22 00:00:00.000000,2019-01-22 00:00:00.000000,"Singapore, Turkey",https://gems.gevme.com/turkey-investment-seminar-ma-outlook-and-opportunities-2019,Join us for an exclusive business seminar organised by the official investment agency of Turkey and supported by Enterprise Singapore and private entities focusing on the M&A market in Turkey. Experts from the public and private sectors will elaborate on the dynamics and opportunities of the Turkish M&A market as well as the legal and financial as...,2019-03-24 12:15:06.915008
INTERNSHIP OPPORTUNITIES IN INDIA,2019-01-23 00:00:00.000000,2019-01-23 00:00:00.000000,"India, Singapore",https://gems.gevme.com/internship-opportunities-in-india,"Calling all students: Are you looking for an enriching overseas internship experience this summer? Consider doing an internship in India, one of the world’s fasted growing major economies in the world.The India Ready Talent programme, launched by Enterprise Singapore in partnership with the Confederation of Indian Industries (CII), offers you the ...",2019-03-24 12:15:06.915008
THE EU-SINGAPORE FREE TRADE AGREEMENT: WHAT WOULD IT MEAN FOR YOUR BUSINESS?,2019-01-24 00:00:00.000000,2019-01-24 00:00:00.000000,"Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, United Kingdom",https://gems.gevme.com/the-eu-singapore-free-trade-agreement-what-would-it-mean-for-your-business-54368017,Event DetailsDate:24 January 2019 (Thursday)Time:8.30am – 5.30pmVenue:SBF Center Seminar Rooms (Level 6)Dress Code:Smart Casual  Fee: Early Bird Price (until 1/1/2019)Regular PriceSBF/EuroCham members and companies referred by ESG$35 (incl. GST)$50 (incl. GST)Non-members$55 (incl. GST)$75 (incl. GST)  ObjectivesThis session is a follow up to the ...,2019-03-24 12:15:06.915008
INSIDE 3D PRINTING SINGAPORE 2019,2019-02-11 00:00:00.000000,2019-02-13 00:00:00.000000,Singapore,https://gems.gevme.com/inside-3d-printing-singapore-2019-60193456,"B2B tradeshow & conference for the 3D printing industry. INSIDE 3D PRINTING SINGAPORE will enable visitors to partake in tutorials, conference sessions, network & explore business opportunities, policy considerations & the latest 3D printers & servicesThis event is supported under International Marketing Activities Programme (iMAP). For more detai...",2019-03-24 12:15:06.915008
BEAUTYASIA 2019,2019-02-19 00:00:00.000000,2019-02-20 00:00:00.000000,Singapore,https://gems.gevme.com/beautyasia-2019-79553871,"BeautyAsia, Asia’s premium beauty trade exhibition continues to welcome industry professionals from all over the world to showcase the latest beauty products and trends. With an accretion of 21 years, the most established beauty extravaganza remains a one-stop, regional hub for leading technologies in the beauty and wellness industry. Incorporatin...",2019-03-24 12:15:06.915008
INTERNATIONAL FURNITURE FAIR SINGAPORE 2019,2019-03-07 00:00:00.000000,2019-03-10 00:00:00.000000,Singapore,https://gems.gevme.com/international-furniture-fair-singapore-2019-76284968,"The IFFS/AFS/Nook features a comprehensive range of furniture, furnishing, decorative accessories, interiors and fittings by a diverse portfolio of quality exhibitors, and attracts a healthy and well-represented attendance of trade buyers and visitors.This event is supported under International Marketing Activities Programme (iMAP). For more detai...",2019-03-24 12:15:06.915008
BUSINESS EXCELLENCE CONFERENCE 2019,2019-03-13 00:00:00.000000,2019-03-14 00:00:00.000000,Singapore,https://gems.gevme.com/BEConference2019,"The Business Excellence (BE) Conference 2019 is jointly organised by Enterprise Singapore and the Singapore Quality Award Governing Council. The conference brings together leaders from enterprises, trade associations and chambers, and government agencies to participate in the BE initiative.",2019-03-24 12:15:06.915008
LAST MILE FULFILMENT ASIA 2019,2019-03-14 00:00:00.000000,2019-03-15 00:00:00.000000,Singapore,https://gems.gevme.com/last-mile-fulfilment-asia-2019-37397157,"This is the 4th edition of LMFAsia. This show will be an excellent opportunity for fulfilment centres, logistics companies, postal agencies and parcel courier companies to meet e-commerce companies and retailers and tap on business opportunities. We believe IMAP support will be able to assist more Singapore companies within the fulfilment ecosyste...",2019-03-24 12:15:06.915008
CAREHAB 2019,2019-03-15 00:00:00.000000,2019-03-16 00:00:00.000000,Singapore,https://gems.gevme.com/carehab-2019-33863308,"Asia Pacific, besides facing rapidly ageing population, is home to approximately 650 million people with disabilities. The rapid and unabated expansion of the ageing and disabled community in Asia Pacific has resulted in increased demand for long term integrated care services, products and technologies, hence making Asia Pacific the new growth mar...",2019-03-24 12:15:06.915008
LAUNCH OF SINGAPORE STANDARD SS 642 : 2019 CODE OF PRACTICE FOR PNEUMATIC WASTE CONVEYANCE SYSTEM (PWCS),2019-03-15 00:00:00.000000,2019-03-15 00:00:00.000000,Singapore,https://gems.gevme.com/SS642_PWCS_2019,"Pneumatic Waste Conveyance System (PWCS) has become an integral part of waste management in Singapore. The Singapore Standard (SS) 642:2019 Code of Practice for PWCS aims to guide the designers and users in implementing and maintaining the PWCS. This standard will set the requirements for the design, installation, testing and commissioning and mai...",2019-03-24 12:15:06.915008
HARD KNOCKS & REAL TALK IN THE F&B INDUSTRY (@ RESTAURANT ASIA 2019),2019-03-21 00:00:00.000000,2019-03-21 00:00:00.000000,Singapore,https://gems.gevme.com/hard-knocks-real-talks-4,"Gain insights and exchange experiences on running your own restaurant/café. 
 
 Held exclusively at the inaugural Restaurant Asia 2019, engage in discussions with founders of Creamier & Sunday Folks; Joe & Dough and WaaCow!, and get tips on how you can start your F&B business right.",2019-03-24 12:15:06.915008
RESTAURANT ASIA 2019,2019-03-21 00:00:00.000000,2019-03-23 00:00:00.000000,Singapore,https://gems.gevme.com/restaurant-asia-2019-89478115,"In-conjunction with the exhibition, RAS will be signing a MOU with 5 other ASEAN country’s Restaurant Associations. They are (1) Indonesia, (2) Philippines, (3) Vietnam, (4) Cambodia, and (5) Malaysia. Including Singapore, the 6 countries will be on stage during the official opening ceremony for the MOU signing to be witness by the Guest-of-Honour...",2019-03-24 12:15:06.915008
CAFE ASIA 2019,2019-03-21 00:00:00.000000,2019-03-23 00:00:00.000000,Singapore,https://gems.gevme.com/cafe-asia-2019-29569359,"- Café Asia is the only specialised café centric exhibition in South East Asia. - The show is officially supported by ASEAN Coffee Federation with at least 10 overseas country pavilions.This event is supported under International Marketing Activities Programme (iMAP). For more details of the event, please contact the organiser",2019-03-24 12:15:06.915008
IADVISORY SEMINAR: TAP THE MARKET AND MANUFACTURING POTENTIAL IN THAILAND AND VIETNAM,2019-03-26 00:00:00.000000,2019-03-26 00:00:00.000000,"Singapore, Thailand, Vietnam",https://gems.gevme.com/manufacturing-in-thailand-and-vietnam-35547774,"Foreign Direct Investment in ASEAN’s manufacturing industry rose by 57% to $31.5 billion in 2017. In Vietnam and Thailand alone, FDI for manufacturing activities increased to 44% and 43% respectively, portraying the opportunities and value proposition investors see within the region. Join us to hear from experts on the latest manufacturing develop...",2019-03-24 12:15:07.532956
IOT ASIA 2019,2019-03-27 00:00:00.000000,2019-03-28 00:00:00.000000,Singapore,https://gems.gevme.com/iot-asia-2019-97471307,"IoT Asia 2019: Visit: http://www.internetofthingsasia.com/ - The Internet of Things is opening up a world of opportunities for everyone from connected cars to connected healthcare to smart cities and even home automation. The World Economic Forum estimates that by 2020, about 50 billion things will be connected. In short, the Internet of Things ad...",2019-03-24 12:15:07.532956
BUSINESS EXCELLENCE TRAINING FOR CONSULTANTS MARCH 2019,2019-03-27 00:00:00.000000,2019-03-28 00:00:00.000000,Singapore,https://gems.gevme.com/BETC-March2019,"Learn how Business Excellence (BE) can be leveraged as a developmental tool to grow your clients’ businesses. Through this 2-day course, you will learn how to apply consulting methodologies and facilitate their embarking on the BE journey. You will be equipped with the know-how to identify your clients’ opportunities for improvement and help them ...",2019-03-24 12:15:07.532956
ENTERPRISE SINGAPORE - EWTCOI INNOVATION CALL FOR WATER SOLUTIONS (INDUSTRY BRIEFING),2019-03-29 00:00:00.000000,2019-03-29 00:00:00.000000,Singapore,https://gems.gevme.com/ewtcoi2019,"Enterprise Singapore and Environmental Water and Technology Centre of Innovation (“EWTCOI”) jointly invite you to attend the industry briefing for Enterprise Singapore – EWTCOI Innovation Call for Water Solutions on Friday, 29 March 2019. This event is by-invitation only.",2019-03-24 12:15:07.532956
MILIPOL ASIA- PACIFIC 2019,2019-04-02 00:00:00.000000,2019-04-04 00:00:00.000000,Singapore,https://gems.gevme.com/milipol-asia-pacific-2019-41306452,"""Milipol Asia-Pac 2017 had attracted 6,700 overseas visitors (30%) from 45 countries, 270 exhibitors from 36 countries, 70 Oversea Official Delegations from 11 countries. 20 SMEs that took part in the last edition shown interest in returning for 2019. ""This event is supported under International Marketing Activities Programme (iMAP). For more deta...",2019-03-24 12:15:07.532956
ESPORTS AND GAMING INDUSTRY EVENT,2019-04-05 00:00:00.000000,2019-04-05 00:00:00.000000,Singapore,https://gems.gevme.com/enterprisesg-esports-and-gaming-industry-event,Join us at the Esports and Gaming Industry Event to gain insights and network with relevant stakeholders on the development of the esports and gaming sector in Singapore.,2019-03-24 12:15:07.532956
SEA ASIA 2019,2019-04-09 00:00:00.000000,2019-04-11 00:00:00.000000,Singapore,https://gems.gevme.com/sea-asia-2019-98214870,"Sea Asia is a premier maritime and offshore conference and exhibition in Asia. The 7th edition will be held from 9 - 11 April 2019 at the Marina Bay Sands®, Singapore. Co-organised by Seatrade and the Singapore Maritime Foundation, Sea Asia is well-attended by trade professionals and some of the most influential and respected leaders in the indust...",2019-03-24 12:15:07.532956
UNMANNED SYSTEMS ASIA 2019,2019-04-09 00:00:00.000000,2019-04-11 00:00:00.000000,Singapore,https://gems.gevme.com/unmanned-systems-asia-2019-14148796,"Held in Singapore, the heart of Asia Pacific, Unmanned Systems Asia presents cutting edge innovations in the industry's fastest growing markets, across a wide spectrum of commercial and defence applications in aerial, ground, surface and underwater domains. For the first time since its inaugural edition, the show will be held in conjunction with t...",2019-03-24 12:15:07.532956
FOOD INDUSTRY: UNVEILING THE HIDDEN GAP THAT IMPEDES YOUR BUSINESS GROWTH,2019-04-09 00:00:00.000000,2019-04-09 00:00:00.000000,Singapore,https://gems.gevme.com/food-industry-human-capital-workshop,"Jointly organised by Enterprise Singapore, Singapore National Employer Federation (SNEF) and Ernst & Young Advisory (EY), this talk is designed to help food players relate to the current landscape in the food industry, understand the role of human capital on business performance, and gain insights on how to take the next step to improve human capi...",2019-03-24 12:15:07.532956
SME CENTRE CONFERENCE 2019,2019-04-17 00:00:00.000000,2019-04-17 00:00:00.000000,Singapore,https://gems.gevme.com/sme-centre-conference-2019-30260974,"The SME Centre Conference 2019 is an annual event for micro and small enterprises to learn how to grow their businesses and stay competitive in the ever-changing business landscape.
 
 SMEs can learn from well-respected business leaders and knowledge experts. Conference participants are provided with an excellent platform to network with over 800 ...",2019-03-24 12:15:07.532956
SEAMLESS ASIA 2019,2019-04-24 00:00:00.000000,2019-04-25 00:00:00.000000,Singapore,https://gems.gevme.com/seamless-asia-2019-62974599,"SEAMLESS Asia is the leading conference and exhibition for the entire Asian payments ecosystem. Spanning 10,000sqm of exhibition space, making the event the largest payments show in Asia. This is an ideal place for solution and technology providers to showcase and demonstrate the very latest in payment solutions.This event is supported under Inter...",2019-03-24 12:15:07.532956
